year,通学地コード,通学地,常住地／全国総数（人）,常住地／東京都総数（人）,常住地／区部（人）,常住地／千代田区（人）,常住地／中央区（人）,常住地／港区（人）,常住地／新宿区（人）,常住地／文京区（人）,常住地／台東区（人）,常住地／墨田区（人）,常住地／江東区（人）,常住地／品川区（人）,常住地／目黒区（人）,常住地／大田区（人）,常住地／世田谷区（人）,常住地／渋谷区（人）,常住地／中野区（人）,常住地／杉並区（人）,常住地／豊島区（人）,常住地／北区（人）,常住地／荒川区（人）,常住地／板橋区（人）,常住地／練馬区（人）,常住地／足立区（人）,常住地／葛飾区（人）,常住地／江戸川区（人）,常住地が他道府県／総数（人）,常住地が他道府県／関東地方／総数（人）,常住地が他道府県／関東地方／茨城県（人）,常住地が他道府県／関東地方／栃木県（人）,常住地が他道府県／関東地方／群馬県（人）,常住地が他道府県／関東地方／埼玉県（人）,常住地が他道府県／関東地方／千葉県（人）,常住地が他道府県／関東地方／神奈川県（人）,常住地が他道府県／他の道府県（人）
2015,13215,国立市,13352.0,10877.0,1447.0,11.0,8.0,14.0,58.0,39.0,11.0,13.0,38.0,31.0,34.0,61.0,272.0,36.0,88.0,368.0,37.0,17.0,9.0,57.0,153.0,26.0,23.0,43.0,2475.0,2248.0,45.0,27.0,15.0,755.0,295.0,1111.0,227.0
2015,13218,福生市,3732.0,3713.0,7.0,,1.0,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,,,,19.0,17.0,5.0,1.0,,7.0,1.0,3.0,2.0
2015,13219,狛江市,4787.0,4650.0,193.0,,,1.0,,1.0,,,,2.0,3.0,4.0,158.0,3.0,2.0,8.0,2.0,2.0,,3.0,2.0,,,2.0,137.0,93.0,11.0,3.0,5.0,15.0,11.0,48.0,44.0
2015,13220,東大和市,7120.0,7054.0,19.0,,,,,,,,,,,,3.0,,2.0,2.0,,,,,12.0,,,,66.0,55.0,1.0,1.0,3.0,41.0,3.0,6.0,11.0
2015,13221,清瀬市,7933.0,6619.0,545.0,1.0,4.0,2.0,16.0,15.0,3.0,7.0,15.0,6.0,5.0,8.0,24.0,2.0,25.0,41.0,19.0,12.0,4.0,37.0,247.0,16.0,15.0,21.0,1314.0,1235.0,47.0,28.0,19.0,872.0,152.0,117.0,79.0
2015,13222,東久留米市,8866.0,8683.0,330.0,,4.0,1.0,12.0,14.0,2.0,1.0,2.0,1.0,7.0,2.0,10.0,8.0,11.0,27.0,16.0,6.0,2.0,24.0,167.0,8.0,1.0,4.0,183.0,160.0,2.0,1.0,,133.0,7.0,17.0,23.0
2015,13223,武蔵村山市,7024.0,6835.0,69.0,,,,,,,1.0,1.0,,1.0,,5.0,,5.0,11.0,2.0,,,2.0,37.0,1.0,1.0,2.0,189.0,173.0,6.0,,4.0,122.0,13.0,28.0,16.0
2015,13224,多摩市,16331.0,12560.0,1122.0,7.0,13.0,20.0,26.0,18.0,14.0,19.0,35.0,39.0,26.0,85.0,382.0,23.0,30.0,110.0,17.0,17.0,11.0,39.0,58.0,38.0,39.0,56.0,3771.0,3425.0,91.0,42.0,51.0,545.0,306.0,2390.0,346.0
2015,13225,稲城市,8550.0,7711.0,150.0,,2.0,2.0,4.0,2.0,2.0,1.0,10.0,7.0,5.0,12.0,37.0,4.0,7.0,17.0,,2.0,3.0,7.0,11.0,2.0,3.0,10.0,839.0,775.0,15.0,6.0,18.0,105.0,40.0,591.0,64.0
2015,13227,羽村市,4664.0,4642.0,5.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,22.0,20.0,2.0,,,7.0,4.0,7.0,2.0
2015,13228,あきる野市,7406.0,7237.0,38.0,,,,1.0,1.0,,,1.0,,,1.0,3.0,1.0,3.0,6.0,2.0,1.0,,3.0,10.0,1.0,1.0,3.0,169.0,146.0,2.0,,,74.0,7.0,63.0,23.0
2015,13229,西東京市,16699.0,15122.0,817.0,2.0,2.0,5.0,30.0,9.0,9.0,10.0,14.0,7.0,10.0,29.0,41.0,7.0,64.0,104.0,16.0,7.0,6.0,26.0,345.0,22.0,18.0,34.0,1577.0,1372.0,71.0,31.0,41.0,582.0,330.0,317.0,205.0
2015,13300,郡部,4063.0,4039.0,14.0,,,,1.0,,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,4.0,,,3.0,24.0,19.0,1.0,,,17.0,,1.0,5.0
2015,13303,瑞穂町,2585.0,2567.0,11.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,4.0,,,1.0,18.0,17.0,,,,17.0,,,1.0
2015,13305,日の出町,1166.0,1160.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,,,,,1.0,4.0
2015,13307,檜原村,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,13308,奥多摩町,222.0,222.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,
2015,13350,島部,2477.0,2449.0,32.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,,3.0,3.0,3.0,1.0,2.0,28.0,24.0,2.0,,,11.0,7.0,4.0,4.0
2015,13361,大島町,891.0,888.0,16.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,3.0,,,,,2.0,1.0,
2015,13362,利島村,35.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,4.0,2.0,,,2.0,,,2.0
2015,13363,新島村,236.0,234.0,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,2.0,2.0,,,,1.0,1.0,,
2015,13364,神津島村,203.0,200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,2.0,,1.0,
2015,13381,三宅村,139.0,137.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,1.0,,,1.0
2015,13382,御蔵島村,23.0,20.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,2.0,,,,,2.0,,1.0
2015,13401,八丈町,670.0,664.0,6.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,6.0,6.0,,,,5.0,,1.0,
2015,13402,青ヶ島村,19.0,18.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,
2015,13421,小笠原村,261.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,
2015,8000,茨城県,,912.0,757.0,5.0,5.0,11.0,11.0,30.0,22.0,30.0,26.0,18.0,7.0,28.0,49.0,9.0,16.0,23.0,18.0,15.0,51.0,23.0,31.0,163.0,113.0,53.0,,,,,,,,,
2015,9000,栃木県,,160.0,111.0,,1.0,2.0,,7.0,6.0,2.0,6.0,8.0,5.0,9.0,5.0,1.0,3.0,3.0,5.0,6.0,5.0,7.0,9.0,9.0,6.0,6.0,,,,,,,,,
2015,10000,群馬県,,197.0,147.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,8.0,3.0,6.0,1.0,1.0,5.0,9.0,9.0,6.0,11.0,7.0,32.0,11.0,7.0,,,,,,,,,
2015,11000,埼玉県,,18597.0,11463.0,50.0,99.0,109.0,297.0,366.0,223.0,272.0,375.0,218.0,185.0,379.0,527.0,141.0,312.0,542.0,512.0,680.0,358.0,1499.0,1829.0,1372.0,558.0,560.0,,,,,,,,,
2015,12000,千葉県,,13816.0,12667.0,60.0,154.0,121.0,160.0,264.0,235.0,549.0,1154.0,245.0,127.0,445.0,325.0,116.0,145.0,273.0,184.0,229.0,371.0,328.0,356.0,1354.0,2068.0,3404.0,,,,,,,,,
2015,14000,神奈川県,,32241.0,19489.0,132.0,195.0,569.0,491.0,450.0,180.0,261.0,630.0,1272.0,1307.0,3791.0,4118.0,534.0,447.0,1065.0,385.0,360.0,200.0,557.0,928.0,480.0,377.0,760.0,,,,,,,,,
